#رقم	الكلمة	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنثه	مذكره	عدد	الجمع	مفرده	تأنيث	تثنية	ج. مؤ.س.	ج, مذ, س,	منقوص	تنوين نصب	نسب	إض, لف,	ـو	نكرة	معرف	غ. عاقل	عاقل	تنون النصب للجمع	شرح
6497	تَمْييزٌ		ميز		مصدر	مَيَّزَ		مذكر			مفرد	+ات			DnN	Pf			Tn	Rp								"تَمْييزٌ-تَمْييزٌ [م ي ز] (مص. مَيَّزَ). 1. ""حَاكِمٌ لَهُ القُدْرَةُ عَلَى التَّمْيِيزِ بَيْنَ الحَقِّ والبَاطِلِ"" : الفَصْلُ، العَزْلُ، التَّفْرِيقُ. ""بإمْكَانِهِ التَّمْيِيزُ بَيْنَ الضَّارِّ والنَّافِعِ"" ""لَهُ حَاسَّةٌ لِتَمْيِيزِ الجَمِيلِ مِنَ الشَّنِيعِ وَالصَّحِيحِ مِنَ الفَاسِدِ"" (ميخائيل نعيمة). 2.""التَّمْيِيزُ العُنْصُرِيُّ"" : نِظَامٌ تَنْهَجُهُ بَعْضُ الأنْظِمَةِ العُنْصُرِيَّةِ لِلتَّفْرِقَةِ بَيْنَ النَّاسِ فِي حُقُوقِهِمْ وَوَاجِبَاتِهِمْ لاِخْتِلاَفِ أجْنَاسِهِمْ. ""لِكُلِّ إنْسَانٍ حَقُّ التَّمَتُّعِ بِكَافَّةِ الحُقُوقِ وَالحُرِّيَّاتِ دُونَ أيِّ تَمْيِيزٍ، كَالتَّمْيِيزِ بَيْنَ العُنْصُرِ أَوِ اللوْنِ أو الجِنْسِ أَوِ الدِّينِ أوِ الرَّأيِ السِّيَاسِيِّ أَوْ أَيِّ رَأيٍ آخَرَ"". 3.التَّمْييزُ فِي النَّحْوِ نَوْعَانِ : أ. تَمْيِيزٌ مُفْرَدٌ يَكُونُ مُمَيَّزُهُ لَفْظاً دَالاًّ عَلَى العَدَدِ كَمَا فِي قَوْلِهِ تَعَالى : يوسف آية 4 إنِّي رَأيْتُ أحَدَ عَشَرَ كَوْكَباً (قرآن) : ""كَوْكَباً"" تَمْييزٌ و""أحَدَ عَشَرَ"" مُمَيَّزُهُ. ب. تَمْيِيزُ الجُمْلَةِ.: ""عَالِمٌ أفْضَلُ عِلْماً"" : تَقْدِيرُهُ العَالِمُ عِلْماً."
6498	مَبَرَّةٌ		برر		مصدر ميمي	بَرَّ		مؤنث			مفرد	+ات;مَبَارُّ			DnN	Pf			Tn	R								"(مص. ميمي). 1.""اِلْتَجَأَ إِلىَ الْمَبَرَّةِ"" : مَوْضِعُ البِرِّ كَالْمُسْتَشْفَى وَالْمَلْجَإِ. 2.""مَع"
6499	مَبَارُّ		برر		مصدر ميمي	بَرَّ		مؤنث			جمع		مَبَرَّةٌ														Non	
6500	مُقَامٌ		قوم		مصدر ميمي	قَامَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"مُقَامٌ-مُقَامٌ [ق و م] (مص. ميمي). 1.""طَالَ مُقَامُهُ فِي الجَبَلِ"" : أَيْ طَالَتْ إِقَامَتُهُ. 2.""لِيَكُنْ مُقَامُهُ مُرِيحاً فِ"
6501	مَلَفٌّ		لفف		مصدر ميمي	لَفَّ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"(مص. ميمي). ""وَضَعَ الوَثَائِقَ فِي مَلَفٍّ"" : غِلاَفٌ مِنَ الوَرَقِ الْمُقَوَّى تُوضَعُ فِيهِ أَوْرَاقٌ ووَثَائِقُ"
6502	مَلْمَسٌ		لمس		مصدر ميمي	لَمَسَ		مذكر			مفرد	+ات;مَلاَمِسُ			DnN	Pf			Tn	R								"(مص. ميمي). 1.""كَانَ مَلْمَسُهُ لِلْجُرْحِ خَفِيفاً"" : لَمْسُهُ. 2.""وَضَعَ يَدَهُ فِي مَلْمَسِ الأَلَمِ"" : مَوْضِع اللَّمْسِ."
6503	مَلاَمِسُ		لمس		مصدر ميمي	لَمَسَ		مؤنث			جمع		مَلْمَسٌ														Non	
6504	مَنْأىً		نأي		مصدر ميمي	نَأَى		مذكر			مفرد	+ات			Dy	Pf			Tn	R0								"مَنْأىً-مَنْأىً [ن أ ي] (مص. ميمي).""كَانَ بِمَنْأىً عَنْ كُلِّ سُوءٍ"" : كَانَ بَعِيداً عَنْ ...، عَلَى بُعْدٍ."
6505	منأيات		نأي		مصدر ميمي	نَأَى		مؤنث			جمع		مَنْأىً						Tn									
6506	نَوْبَةٌ		نوب		مصدر	نَابَ		مؤنث			مفرد	نُوَبٌ			DnN				Tn	R								"(مص. نَابَ). 1.""قَامَ بِنَوْبَتِهِ"" : بِدَوْرَتِهِ. ""نَوْبَةُ الْحَارِسِ"". 2.""اِعْتَرَتْهُ نَوْبَةٌ عَصَبِيَّةٌ"": نازِلَةٌ. ""اِشْتَدَّتْ بِهَ"
6507	نُوَبٌ		نوب		مصدر	نَابَ		مؤنث			جمع		نَوْبَةٌ						Tn									
6508	نَوْبٌ		نوب		مصدر	نَابَ		مذكر			مفرد								Tn	R								"نَوْبٌ-نَوْبٌ [ن و ب] (مص. نَابَ). 1.""بَيْنَهُ وَبَيْنَ الوُصُولِ نَوْبٌ"" : مَسِيرَةُ يَوْمٍ وَلَيْلَةٍ. 2.""نَوْبُ الشَّيْءِ"" : قُوَّتُهُ. 3.""كَانَ بِنَوْبٍ مِنْهُ"" : بِقُرْبٍ..."
6509	نِيَابَةٌ		نيب		مصدر	نَابَ		مؤنث			مفرد	+ات			DnN	Pf			Tn	Rp								"نِيَابَةٌ-نِيَابَةٌ [ن ي ب] (مص. نَابَ). 1.""جَاءَ نِيَابَةً عَنْهُ"" : بَدَلاً مِنْهُ. 2.""تَرَشَّحَ لِلنِّيَابَةِ"" : تَرَشَّحَ لِيَكُونَ ناَئِباً فِي البَرْلُمَانِ. 3.""النِّيَابَةُ العَامَّةُ"" : هِيَ الْهَيْئَةُ الَّتِي يُمَثِّلُهَا مَا يُسَمَّى بِالنَّائِبِ العَامِّ أَوْ وَكِيلِ النِّيَابَةِ أَوْ وَكِيلِ الدَّوْلَةِ أَوْ وَكِيلِ الْمَلِكِ فِي الْمَحَاكِمِ، وَتَنُوبُ عَنِ الدَّوْلَةِ بِلِسَانِهَا وَتُقِيمُ الدَّعْوَى عَلَى مُتَّهَمٍ أَوْ غَيْرِهِ."
6510	مَنَابٌ		نوب		مصدر	ناب		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"مَنَابٌ-مَنَابٌ [ن و ب] (مص. ناب). ""نَابَ مَنَابَهُ"" : قَامَ مَقَامَهُ."
6511	مُنَازَعَةٌ		نزع		مصدر	نَازَعَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"(مص. نَازَعَ). ""دَخَلُوا فِي مُنَازَعَةٍ شَدِيدَةٍ"" : فِي مُخَاصَمَةٍ. ""مُنَازَعَاتٌ قَضَائِيَّةٌ""."
6512	مُنَابذَةٌ		نبذ		مصدر	نَابَذَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُنَابذَةٌ-مُنَابذَةٌ [ن ب ذ] (مص. نَابَذَ). ""بَيْنَهُمَا مُنَابَذَةٌ"" : فِرَاقٌ عَنْ خِلاَفٍ وَبُغْضٍ."
6513	مُنَاجَدَةٌ		نجد		مصدر	نَاجَدَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُنَاجَدَةٌ-مُنَاجَدَةٌ [ن ج د] (مص. نَاجَدَ). ""مُنَاجَدَةُ الرَّجُلِ"" : مُعَاوَنَتُهُ ونَصْرُهُ."
6514	مُنَاجَاةٌ		نجو		مصدر	نَاجَى		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُنَاجَاةٌ-مُنَاجَاةٌ [ن ج و] (مص. نَاجَى). ""مُنَاجَاةُ النَّفْسِ"" : مُسَارَّتُهَا. ""ظَلَّ يُرَدِّدُ عِبَارَاتِ الْمُنَاجَاةِ والغَزَلِ""."
6515	نُوَاحٌ		نوح		مصدر	نَاحَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"نُوَاحٌ-نُوَاحٌ [ن و ح] (مص. نَاحَ). ""صَدَرَ عَنْهَا نُوَاحٌ اهْتَزَّتْ لَهُ جُدْرَانُ الْ"
6516	نَوْحٌ		نوح		مصدر	نَاحَ		مذكر			مفرد								Tn	R								"نَوْحٌ-نَوْحٌ [ن و ح] (مص. نَاحَ). 1.""اِشْتَدَّ نَوْحُهُ"" : بُكَاؤُهُ. 2.""نَوْحُ الْحَمَامَةِ"" : تَرْدِيدُ صَوْتِهَا، هَدِيلُهَا."
6517	مُنَادَمَةٌ		ندم		مصدر	نَادَمَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُنَادَمَةٌ-مُنَادَمَةٌ [ن د م] (مص. نَادَمَ). ""اِسْتَمَرَّتْ مُنَادَمَتُهُمْ إِلَى فَتْرَةٍ مُتَأَخِّرَةٍ مِنَ اللَّيْلِ"" : الْمُجَالَسَةُ، الْمُرَافَقَةُ والشُّرْبُ مَعاً."
6518	مُنَادَاةٌ		ندو		مصدر	نَادَى		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُنَادَاةٌ-مُنَادَاةٌ [ن د و] (مص. نَادَى). 1.""يُحِبُّ مُنَادَاةَ الصِّحَابِ فِي كُلِّ مَسَاءٍ"" : الجُلُوسُ مَعَهُمْ فِي النَّادِي. 2.""مُنَادَاةُ القَوْمِ"" : دَعْوَتُهُمْ."
6519	نِدَاءٌ		ندو		مصدر	نَادَى		مذكر			مفرد	+ات			Dz	Pf			Tn	Rz								"(مص. نَادَى). 1.""سَمِعَ نِدَاءً مِنْ بَعِيدٍ"" : صَوْتاً مُجَرَّداً. 2.""وَجَّهَ نِدَاءً إِلَى الشَّعْبِ"" : دَعْوَةً.مريم آية 3 إِذْ نَادَى رَبَّهُ نِدَاءً خَفِيّاً (قرآن) ""لَكِنَّ نِدَاءاتِهِ لَمْ تَجِدْ صَدىً"". 3.""نِدَاءُ الضَّمِيرِ"" : يَقَظَةُ الضَّمِيرِ. 4.""أَدَوَاتُ النِّدَاءِ"" : هِيَ : أ. آ. أَيْ، آيْ، يَا، أَيَا، هَيَا، وَا. وَتَخْتَصُّ بِتَوْجِيهِ الدَّعَوَاتِ إِلَى الْمُخَاطَبِ وَتَنْبِيهِهِ لِلْإِصْغَاءِ : ""يَا غَافِلُ!""."
6520	نَوَارٌ		نور		مصدر	نَارَ-يَنُورُ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"نَوَارٌ-نَوَارٌ [ن و ر] (مص. نَارَ، يَنُورُ). ""اِمْرَأَةٌ نَوَارٌ"" : اِمْرَأَةٌ تَنْفُرُ مِنَ الشَّكِّ وَالتُّهْمَةِ."
6521	مُنَاظَرَةٌ		نظر		مصدر	نَاظَرَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"(مص. نَاظَرَ). 1.""مُنَاظَرَةٌ عِلْمِيَّةٌ"" : مُحَاوَرَةٌ، جِدَالٌ، نَدْوَةٌ لِتَبَادُلِ الرَّأْيِ وتَحْدِيدِ طَبِيعَةِ الْمَشَاكِلِ. ""مُنَاظَرَةٌ ثَقَافِيَّةٌ"" ""مُنَاظَرَةُ الْمَجَالِسِ الْمَحَلِّيَّةِ"". 2.""نَظَّمَتِ الوِزَارَةُ مُنَاظَرَةً لاِنْتِقَاءِ عَامِلَيْنِ فِي قِطَاعِهَا"" : اِخْتِبَارٌ يُجْرَى لانْتِقَاءِ الْمُمْتَازِينَ وَفْقَ مَعَايِيرَ مُعَيَّنَةٍ، والكَلِمَةُ مُتَدَاوَلَةٌ بِتُونُسَ."
6522	نِزَالٌ		نزل		مصدر	نَازَلَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"نَزَّالٌ-نَزَّالٌ [ن ز ل] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""وَلَدٌ نَزَّالٌ"" : كَثِيرُ النُّزُولِ، أَوْ كَثِيرُ الْمُنَازَلَةِ."
6523	مُنَاسَبَةٌ		نسب		مصدر	نَاسَبَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"(مص. نَاسَبَ). 1.""مُنَاسَبَة مُلاَئِمَةٌ"" : فُرْصَةٌ مُلاَئِمَةٌ. 2.""قَصَائِدُ الْمُنَاسَبَاتِ"" : القَصَائِدُ الُّتِي تُنْشَدُ فِي الْمَدْحِ والرِّثَاءِ لِشَخْصٍ أو قَضِيَّةٍ مَّا. ""شِعْرُ الْمُنَاسَبَاتِ"". 3.""بِالْمُنَاسَبَةِ سَأَحْكِي لَكُمْ قِصَّتِي"" : بِخُصُوصِ مَا حَدَثَ سَأَحْكِي... 4.""سَأُحَدِّثُكُمْ فِي هَذِهِ الْمُنَاسَبَةِ السَّعِيدَةِ"" : فِي هَذَا الْحَدَثِ."
6524	مُنَاشَدَةٌ		نشد		مصدر	نَاشَدَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُنَاشَدَةٌ-مُنَاشَدَةٌ [ن ش د] (مص. نَاشَدَ). ""لَمْ تَكُنْ مُنَاشَدَةُ الغَرِيبِ لِتُحَرِّكَ شُعُورَهُمْ"" : الْمُطَالَبَةُ بِالْمُسَاعَدَةِ."
6525	مُنَاصَرَةٌ		نصر		مصدر	نَاصَرَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُنَاصَرَةٌ-مُنَاصَرَةٌ [ن ص ر] (مص. نَاصَرَ). ""مُنَاصَرَةُ الْحَقِّ"" : التَّأْيِيدُ والدِّفَاعُ عَنِ الْحَقِّ، نَصْرُهُ."
6526	مُنَاصَفَةٌ		نصف		مصدر	نَاصَفَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُنَاصَفَةٌ-مُنَاصَفَةٌ [ن ص ف] (مص. نَاصَفَ). ""اِقْتَسَمَا الغَنِيمَةَ مُنَاصَفَةً"" : أَيْ كُلٌّ مِنْهُمَا أَخَذَ نِصْفاً. ""قَرَّرَتِ اللَّجْنَةُ أَنْ تَقْسِمَ الْجَائِزَةَ مُنَاصَفَةً""."
6527	نِضَالٌ		نضل		مصدر	نَاضَلَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"نِضَالٌ-نِضَالٌ [ن ض ل] (مص. نَاضَلَ). ""وَاصَلَ نِضَالَهُ مِنْ أَجْلِ حُرِّيَّةِ بِلاَدِهِ وَاسْتِقْلاَلِها"" : الدِّفَاعَ قَوْلاً وَفِعْلاً."
6528	نِيَاطٌ		نوط		مصدر	نَاطَ		مذكر			مفرد	أَنْوِطَةٌ;نُوطٌ			DnN				Tn	R								"(مص. نَاطَ). ""نِيَاطُ القَلْبِ"" : عِرْقٌ غَلِيظٌ مُتَّصِلٌ بِالقَلْبِ، فَإِذَا قُطِعَ مَاتَ صَاحِبُهُ. ""يُمَزِّقُ الأَسَى نِيَاطَ قَلْبِهِ"". (محمود تيمور)."
6529	أَنْوِطَةٌ		نوط		مصدر	نَاطَ		مؤنث			جمع		نِيَاطٌ						Tn									
6530	نُوطٌ		نوط		مصدر	نَاطَ		مؤنث			جمع		نِيَاطٌ						Tn									
6531	أَنْوَالٌ		نول		مصدر	نَالَ		مؤنث			جمع		نَوْلٌ						Tn									
6532	مُنَافَحَةٌ		نفح		مصدر	نَافَحَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُنَافَحَةٌ-مُنَافَحَةٌ [ن ف ح] (مص. نَافَحَ). 1.""الْمُنَافَحَةُ عَنْ حُقُوقِ الإِنْسَانِ"" : النِّضَالُ وَالكِفَاحُ عَنْهَا. 2.""الْمُنَافَحَةُ عَنِ الأَفْكَارِ النَّبِيلَةِ"" : الدِّفَاعُ عَنْهَا."
6533	مُنَافَسَةٌ		نفس		مصدر	نَافَسَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُنَافَسَةٌ-مُنَافَسَةٌ [ن ف س] (مص. نَافَسَ). ""مُنَافَسَةٌ رِيَاضِيَّةٌ"" : مُبَارَاةٌ رِيَاضِيَّةٌ، أَيْ بَذْلُ كَلِّ الجُهُودِ لِتَحْقِيقِ التَّفَوُّقِ."
6534	مُنَافَقَةٌ		نفق		مصدر	نَافَقَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُنَافَقَةٌ-مُنَافَقَةٌ [ن ف ق] (مص. نَافَقَ). ""تَجَنُّبُ الْمُنَافَقَةِ"" : أَيِ النِّفَاقِ، إِظْهَارُ خِلاَف ما يُخْفِيهِ الْمَرْءُ في نَفْسِهِ."
6535	نِفَاقٌ		نفق		مصدر	نَافَقَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"نِفَاقٌ-نِفَاقٌ [ن ف ق] (مص. نَافَقَ). 1.""إِيَّاكَ وَالنِّفَاقَ فَإِنَّهُ يُفْسِدُ النَّفْسَ"" : إِظْهَارُ الْمَرْءِ خِلاَفَ مَا يُبْطِنُ. 2. ""أَظْهَرَ"
6536	مُنَاقَشَةٌ		نقش		مصدر	نَاقَشَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"(مص. نَاقَشَ). ""بَدَءُوا مُنَاقَشَةً حَوْلَ قَضَايَا الْمُجْتَمَعِ"" : حِوَاراً وَبَحْثاً مِنْ أَجْلِ الوُصُولِ إِلَى نَتَائِجَ. ""مُنَاقَشَةٌ عِلْمِيَّةٌ"" l ""دَارَتِ الْمُنَاقَشَةُ فِي جَوٍّ مِنَ الوِئَامِ والاحْتِرَامِ""."
6537	نِقَاشٌ		نقش		مصدر	نَاقَشَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"(مص. نَاقَشَ). ""اِسْتَمَرَّ النِّقَاشُ بَيْنَ الْمُؤْتَمِرِينَ فَتْرَةً طَوِيلَةً"" : الْجِدَالُ وَالتَّحَاوُرُ. ""لَمْ يَكُنْ نِقَاشُهُمْ بِلاَ فَائِدَةٍ""."
6538	مُنَاقَضَةٌ		نقض		مصدر	نَاقَضَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُنَاقَضَةٌ-مُنَاقَضَةٌ [ن ق ض] (مص. نَاقَضَ). ""أَبَانَتْ مَوَاقِفُهُ عَنْ مُنَاقَضَةٍ وَاضِحَةٍ"" : عَنْ تَنَاقُضٍ."
6539	نَوَالٌ		نول		مصدر	نَالَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"نَوَالٌ-نَوَالٌ [ن و ل] (مص. نَالَ). 1.""هَذَا مِنْ نَوَالِهِ"" : مِنْ نَصِيبِهِ. 2.""كَثِيرُ النَّوَالِ"" : كَثِيرُ الْعَطَاءِ. 3.""لَيْسَ ذَلِكَ بِنَوَالٍ"" : مَا يُمْكِنُ الْحُصُولُ عَلَيْهِ. 4.""مَنْ طَلَبَ الْمُحَالَ لاَ يَحْظَى بِنَوَالٍ"". (مثل) : مَنْ طَلَبَ الْمُحَالَ لاَ يَحْظَى بِشَيْءٍ. ""أَجَلُّ النَّوَالِ مَا وَصَلَ قَبْلَ السُّؤَالِ"". 5.""نَوَالُ"" : اِسْمُ عَلَمٍ لِلإِناثِ."
6540	نَوْلٌ		نول		مصدر	نَالَ		مذكر			مفرد	أَنْوَالٌ			DnN				Tn	R								"(مص. نَالَ). 1. : خَشَبَةُ الْحَائِكِ أَوْ آلَتُهُ تُسْتَعْمَلُ لِنَسْجِ الثَّوْبِ عَلَيْهَا. 2.""نَوْلَكَ أَنْ تَفْعَلَ كَذَا"" : يَنْبَغِي لَكَ. ""مَا نَوْلُكَ أَنْ تَفْعَلَ مَا يَشِينُـكَ"" مَا نَوْلُ امْرِئٍ مُسْلِمٍ أَنْ يَقُولَ غَيْرَ الصَّوَابِ (حديث)."
6541	تَنْبِئَةٌ		نبأ		مصدر	نَبَّأَ		مؤنث			مفرد	+ات			DnN	Pf			Tn	Rz								"تَنْبِئَةٌ-تَنْبِئَةٌ [ن ب أ] (مص. نَبَّأَ). ""سَهَا عَنْ تنْبِئَتِهِ بِآخِرِ خَبَرٍ"": إِخْبَارِهِ، إِعْلاَمِهِ."
6542	نَيْلٌ		نول		مصدر	نَالَ		مذكر			مفرد								Tn	R								"نَيْلٌ-نَيْلٌ [ن و ل] (مص. نَالَ). ""كَانَ نَيْلُهُ لِلْفَوْزِ عَنِ اسْتِحْقَاقٍ"" : إِدْرَاكُهُ، بُلُوغُهُ. ""مَا نَيْلُ الْمَطَالِبِ بِالتَّمَنِّي""."
6543	نَوْمٌ		نوم		مصدر	نَامَ		مذكر			مفرد								Tn	R								"نُوَمٌ-نُوَمٌ [ن و م]. ""رَجُلٌ نُوَمٌ"" : كَثِيرُ النَّوْمِ."
6544	مُنَاهَضَةٌ		نهض		مصدر	نَاهَضَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									مُنَاهَضَةٌ-مُنَاهَضَةٌ [ن هـ ض] (مص. نَاهَ
6545	نَوْهٌ		نمه		مصدر	نَاهَ-يَنُوهُ		مذكر			مفرد								Tn	R								"نَوْهٌ-نَوْهٌ [ن م هـ] (مص. نَاهَ، يَنُوهُ). ""نَوْهُ العَمَلِ"" : الِانْتِهَاءُ مِنْهُ."
6546	مُنَاوَأَةٌ		نوأ		مصدر	نَاوَأَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُنَاوَأَةٌ-مُنَاوَأَةٌ [ن و أ] (مص. نَاوَأَ). 1.""مُنَاوَأَةُ الْخُصُومِ والأَعْدَاءِ"" : مُنَاوَشَتُهُمْ، مُعَادَاتُهُمْ. 2.""مُنَاوَأَةُ سِيَاسَةِ الْحُكُومَةِ"": مُعَارَضَتُهَا، مُعَاكَسَتُهَا."
6547	مُنَاوَبَةٌ		نوب		مصدر	نَاوَبَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُنَاوَبَةٌ-مُنَاوَبَةٌ [ن وب] (مص. نَاوَبَ). ""الْمُنَاوَبَةُ عَلَى الحِرَاسَةِ"" : القِيَامُ بِالحِرَاسَةِ بِالتَّنَاوُبِ. ""بِالْمُنَاوَبَةِ""."
6548	مُنَاوَرَةٌ		نور		مصدر	نَاوَرَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"(مص. نَاوَرَ). 1.""قَامَ بِمُنَاوَرَةٍ لِلْوُصُولِ إِلَى هَدَفِهِ"" : خُطَّةٍ قَائِمَةٍ عَلَى الخِدَاعِ والْمُرَاوَغَةِ لإِفْسَادِ مَا يُدَبِّرُهُ العَدُوُّ أَوِ الْمُعَارِضُ. ""لَمْ يَكُنْ بَيْنَهُمَا مِنَ القَطِيعَةِ مَا يُلْجِئُهُ إِلَى الحِيلَةِ والْمُنَاوَرَةِ"". (ع. م. العقاد). 2.""أَ"
